0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
65696;160;10;Lion Helm;0;23;9999999;999999;0;0;0;0;20;0;20;0;0;5;Roar!!!;
65747;211;10;Big Foot;1;23;35000;3500;1;1;0;15;0;5;10;0;5;5;Big Foot Head Set;
65748;212;10;Turtle;1;23;35000;3500;1;1;-5;0;15;10;5;0;0;5;Turtle Set Head;
65550;14;10;Magician Hat A;1;23;25000;2500;1;1;-3;0;6;3;0;0;0;0;Rookie magician hat;
65669;133;10;Alien Head;1;23;45000;4500;1;1;-18;16;0;0;0;0;14;0;They come from outer space!;
65673;137;10;DJ Head;1;23;45000;4500;1;1;-18;18;0;0;8;16;0;0;Groove with mobile beats!;
65674;138;10;Cannonball Head;1;23;45000;4500;1;1;0;16;0;18;0;0;20;0;Shoot it up the air!;
65675;139;10;Firebreather Head;1;23;45000;4500;1;1;-16;0;16;0;0;0;16;0;Your breath sets everyone on fire;
65684;148;10;Jr. Wizard;1;23;30000;3000;1;1;-20;0;0;9;0;30;0;5;Merlin's Heir;
65689;153;10;Kalansay;1;23;30000;3000;1;1;0;0;25;0;-10;0;0;12;I have more friends in your closet.;
65692;156;10;Supah Fly;1;23;85000;8500;1;1;-8;10;0;20;0;0;10;0;Buzz - Off!;
65697;161;10;Burning Soul;1;23;40000;4000;1;1;-16;0;18;0;0;10;0;12;Let it Burn;
65713;177;10;Firecracker;1;23;30000;3000;1;1;0;0;0;0;16;0;16;12;Bring the noise!;
65714;178;10;Ati-atihan;1;23;30000;3000;1;1;-9;0;0;9;0;0;0;7;Hala Bira!;
65715;179;10;Sinulog;1;23;30000;3000;1;1;0;0;0;8;10;0;7;0;Pit Senior!;
65717;181;10;Dancing Lion;1;23;40000;4000;1;1;0;0;8;0;10;0;12;0;For prosperity and LUCK!;
65718;182;10;Poseidon;1;23;70000;7000;1;1;0;6;2;2;10;0;0;6;The King of the Sea;
65719;183;10;Future Cop;1;23;70000;7000;1;0;0;6;0;0;10;0;0;4;Freeze! You're under arrest!;
65720;184;10;Cupid;1;23;29000;2900;1;1;-10;0;0;0;25;5;0;0;Be the naughty angel of LOVE!;
65721;185;10;Red Rose;1;23;29000;2900;1;1;-5;25;0;0;0;10;0;0;Red rose costume.;
65722;186;10;Lion King;1;23;100000;10000;1;0;0;10;14;0;0;0;0;0;King of the Beasts!;
65723;187;10;Love Cupid;1;23;100000;10000;1;0;0;10;10;0;0;0;0;0;The mascot of LOVE.;
65724;188;10;Blitz;0;23;35000;3500;0;0;0;15;0;0;0;10;5;10;Blitz head;
65725;189;10;MP3;0;23;35000;3500;0;0;-15;0;0;0;10;0;5;10;MP3 head;
65726;190;10;Velocity;0;23;35000;3500;0;0;-10;0;15;0;0;0;5;10;Velocity head;
65727;191;10;Assault;0;23;35000;3500;0;0;-15;0;25;0;0;10;0;0;MegaGunbound;
65728;192;10;Havoc;0;23;35000;3500;0;0;0;0;0;10;15;0;5;10;Wreak havoc!;
65729;193;10;Stealth;0;23;35000;3500;0;0;-10;0;15;0;0;0;5;10;Scream through the stars.;
65730;194;10;Red Warrior;0;23;350000;35000;1;0;-30;0;35;0;0;25;0;0;An invincible avatar;
65731;195;10;Mobius Prime;1;23;200000;0;1;0;0;10;15;0;0;0;5;10;Transform!;
65732;196;10;Life Guard Head;1;23;30000;3000;1;1;-20;0;10;0;10;0;0;0;Save lives in style!;
65733;197;10;Thor Helmet;0;23;100000;100000;0;0;0;0;0;18;20;0;22;0;Thor Event Head;
65734;198;10;Toilet Head;1;23;30000;3000;1;1;0;15;0;0;0;0;25;0;Flush your Enemy!;
65735;199;10;Shovel;1;23;30000;3000;1;1;10;18;0;0;0;0;12;0;Pail n Shovel Set Head;
65736;200;10;Wet Hair;1;23;30000;3000;1;1;0;0;0;0;10;10;0;20;The Wet Look;
65737;201;10;Sgt Slaughter;0;23;999999;999999;0;0;0;0;0;0;0;0;0;0;Event Avatar;
65738;202;10;Honey Bee;1;23;100000;10000;1;0;0;10;10;0;6;0;0;0;Let's meet in Torino;
65739;203;10;Norway Warrior;1;23;70000;7000;1;1;0;10;10;6;0;0;0;0;Get out of my way! I'm the master pirate of the North Sea!;
65740;204;10;Short Track;1;23;70000;7000;1;1;-8;9;9;0;0;0;0;0;Wandering around for a sweet honey;
