0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
98463;159;0;Lion Helm;0;23;9999999;999999;0;1;0;0;20;0;20;0;0;5;Roar!!!;
98514;210;0;Big Foot;1;23;35000;3500;1;1;0;15;0;5;10;0;5;5;Big Foot Set Head;
98515;211;0;Turtle;1;23;35000;3500;1;1;-5;0;15;10;5;0;0;5;Turtle Set Head;
98323;19;1;Magician Hair A;1;23;25000;2500;1;1;-3;0;6;3;0;0;0;0;Magician of storm;
98332;28;1;Magician Hat A;1;23;25000;2500;1;1;-6;0;0;0;0;0;0;6;Rookie magician hat;
98436;132;1;Alien Head;1;23;45000;4500;1;1;-18;16;0;0;0;0;14;0;They come from outer space!;
98440;136;1;DJ Head;1;23;45000;4500;1;1;-18;18;0;0;8;16;0;0;Groove with mobile beats!;
98441;137;1;Cannonball Head;1;23;45000;4500;1;1;0;16;0;18;0;0;20;0;Shoot it up the air!;
98442;138;1;Firebreather Head;1;23;45000;4500;1;1;-16;0;16;0;0;0;16;0;Your breath sets everyone on fire;
98451;147;1;Jr. Wizard;1;23;30000;3000;1;1;-20;0;0;9;0;20;0;5;Merlin's Heir;
98455;151;1;Berdugo;1;23;30000;3000;1;1;0;0;12;0;8;0;0;11;Off with your head!;
98456;152;1;Kalansay;1;23;30000;3000;1;1;0;0;25;0;-10;0;0;12;I have more friends in your closet.;
98457;153;1;Tiyanak;1;23;30000;3000;1;1;0;0;0;8;18;0;0;11;Coochie-coochie BOO!;
98458;154;1;Kapre;0;23;69;69;0;0;-8;18;0;0;0;0;0;11;Where's my cigar?;
98459;155;1;Supah Fly;1;23;85000;8500;1;1;-8;10;0;20;0;0;10;0;Buzz - Off!;
98464;160;1;Burning Soul;1;23;45000;4500;1;1;-16;0;18;0;0;10;0;12;Let it Burn;
98465;161;1;Mamba;1;23;50000;5000;1;1;-10;16;0;18;0;0;0;12;Sssssnake!;
98481;177;1;Firecracker;1;23;30000;3000;1;1;0;0;0;0;16;0;16;12;Bring the noise!;
98482;178;1;Ati-atihan;1;23;30000;3000;1;1;-9;0;0;9;0;0;0;7;Hala Bira!;
98483;179;1;Sinulog;1;23;30000;3000;1;1;0;0;0;8;10;0;7;0;Pit Senior!;
98484;180;1;Lion Dance;1;23;40000;4000;1;1;0;0;8;0;10;0;12;0;For prosperity and LUCK!;
98485;181;1;Poseidon;1;23;70000;7000;1;1;0;6;2;2;10;0;0;6;The King of the Sea;
98486;182;1;Future Cop;1;23;70000;7000;1;1;0;6;0;0;10;0;0;4;Freeze! You're under arrest!;
98487;183;1;Cupid;1;23;29000;2900;1;1;-10;0;0;0;25;5;0;0;Be the naughty angel of LOVE!;
98488;184;1;Blue Rose;1;23;29000;2900;1;1;-5;25;0;0;0;10;0;0;Blue Rose costume.;
98489;185;1;Lion King;1;23;99000;9900;1;1;0;10;14;0;0;0;0;0;King of the Beasts!;
98490;186;1;Love Cupid;1;23;99000;9900;1;1;0;10;10;0;0;0;0;0;The mascot of LOVE.;
