0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
32929;161;0;Lion Gear;0;23;9999999;999999;0;1;-25;0;0;0;20;0;0;5;Roar!!!;
32978;210;0;Big Foot;1;23;35000;3500;1;1;0;15;0;5;10;0;5;5;Big Foot Set Body;
32979;211;0;Turtle;1;23;35000;3500;1;1;-5;0;15;10;5;0;0;5;Turtle Set Body;
32794;26;1;Magician A;1;23;34000;3400;1;1;-6;6;3;0;0;0;0;0;Magician clothing;
32902;134;1;Alien Body;1;23;65000;6500;1;1;0;20;18;0;0;0;16;0;They come from outer space!;
32906;138;1;DJ Body;1;23;65000;6500;1;1;-25;25;0;0;10;10;0;0;Groove with mobile beats!;
32907;139;1;Cannonball Body;1;23;65000;6500;1;1;0;22;0;24;0;0;20;0;Shoot it up the air!;
32908;140;1;Firebreather Body;1;23;65000;6500;1;1;-15;0;24;0;0;0;15;0;Your breath sets everyone on fire;
32917;149;1;Jr. Wizard;1;23;40000;4000;1;1;-20;0;25;0;0;0;0;5;Merlin's Heir;
32921;153;1;Berdugo;1;23;43000;4300;1;1;0;0;10;0;12;0;0;12;Off with your head!;
32922;154;1;Kalansay;1;23;40000;4000;1;1;0;0;25;0;-15;0;0;18;I have more friends in your closet.;
32923;155;1;Tiyanak;1;23;40000;4000;1;1;0;0;0;12;10;0;0;12;Coochie-coochie BOO!;
32924;156;1;Kapre;0;23;69;69;0;0;-12;10;0;0;0;0;0;12;Where's my cigar?;
32925;157;1;Supah Fly;1;23;100000;10000;1;0;-10;12;0;20;0;0;15;0;Buzz - Off!;
32930;162;1;Burning Soul;1;23;65000;6500;1;1;-10;0;25;0;0;12;0;12;Burn Baby!!!!;
32931;163;1;Mamba;1;23;75000;7500;1;1;-12;10;0;25;0;0;0;12;Hsssssss!!;
32946;178;1;Firecracker;1;23;150000;15000;1;0;-10;0;0;0;18;0;12;12;Bring the noise!;
32947;179;1;Ati-atihan;1;23;35000;3500;1;1;-10;0;0;0;0;-5;0;15;Hala Bira!;
32948;180;1;Sinulog;1;23;35000;3500;1;1;-10;0;0;0;10;0;0;10;Pit Senior!;
32949;181;1;Lion Dance;1;23;40000;4000;1;1;0;0;0;15;10;0;10;0;For prosperity and LUCK!;
32950;182;1;Poseidon;1;23;60000;6000;1;1;0;0;8;8;0;0;0;4;The King of the Sea;
32951;183;1;Future Cop;1;23;60000;6000;1;1;0;0;6;6;0;0;0;6;Freeze! You're under arrest!;
32952;184;1;Cupid;1;23;33000;3300;1;1;-10;0;3;0;22;10;0;0;Be the naughty angel of LOVE! ;
32953;185;1;Blue Rose;1;23;33000;3300;1;1;-10;22;0;0;0;3;0;0;Blue rose costume.;
32954;186;1;Lion King;1;23;90000;9000;1;1;0;0;0;14;10;0;0;0;King of the Beasts!;
32955;187;1;Love Cupid;1;23;90000;9000;1;1;0;0;0;10;10;0;0;0;The mascot of LOVE.;
32956;188;1;Blitz Hauberk;0;23;80000;8000;0;0;0;10;0;30;0;0;30;0;Blitz body;
32957;189;1;MP3 Decoder;0;23;80000;8000;0;1;-10;0;0;30;0;0;30;0;MP3 body;
32958;190;1;Velocity Satellite;0;23;80000;8000;0;0;0;0;10;30;0;0;30;0;Velocity;
32959;191;1;Assault Vest;0;23;80000;8000;0;0;0;0;10;0;0;30;30;0;Assault Body;
32960;192;1;Havoc Armor;0;23;80000;8000;0;0;0;0;0;30;10;0;30;0;Havoc Body;
32961;193;1;Stealth Device;0;23;80000;8000;0;0;-30;0;10;0;0;0;10;0;Stealth Body;
32962;194;1;Red Warrior;0;23;80000;8000;0;0;0;0;0;40;35;0;30;0;Red Warrior Body;
32963;195;1;Mobius Prime;1;23;100000;8000;1;0;0;0;10;0;0;30;30;0;Transform!;
32964;196;1;Life Guard Body;1;23;35000;3500;1;1;-10;0;20;-5;0;20;0;0;Save lives in style!;
32965;197;1;Thunder God;0;23;69;69;0;0;0;0;0;22;20;0;18;0;Thor Event Body;
32966;198;1;Pail;1;23;35000;3500;1;1;0;16;0;16;14;0;0;-1;Pail n Shovel Set Body;
32967;199;1;Bath Tub;1;23;35000;3500;1;1;0;0;0;0;10;0;15;20;Bath Time!;
32968;200;1;Sgt Slaughter;0;23;999999;999999;0;0;-12;12;12;12;12;12;12;12;Event Avatar;
32969;201;1;Honey Bee;1;23;60000;6000;1;1;0;0;0;9;13;0;0;0;Wandering around for a sweet honey;
32970;202;1;Norway Warrior;1;23;60000;6000;1;1;0;0;0;14;10;0;0;0;Get out of my way! I'm the master pirate of the North Sea!;
32971;203;1;Short Track;1;23;75000;7500;1;1;-10;0;6;0;0;8;0;0;Let's meet in Torino;
32972;204;1;JD;1;23;35000;3500;1;1;0;15;10;0;5;0;5;5;JD Set Body;
32973;205;1;Raon;1;23;35000;3500;1;1;-10;15;5;0;5;0;0;5;Raon Set Body;
32974;206;1;Guapo Mexicano;1;23;20000;2000;1;1;0;0;0;0;10;0;10;4;Do you want to date with beautiful and cool Mexican girl?;
32975;207;1;Fortune;1;23;50000;5000;1;1;0;0;0;0;8;0;8;0;One of 12 greek gods;
32976;208;1;Jungle Chief;1;23;20000;2000;1;1;0;0;0;0;10;0;10;0;I'm the boss in the jungle;
32977;209;1;Heavy Guy;1;23;50000;5000;1;1;0;0;0;0;8;0;8;0;The heaviest man in the world;
32918;150;2;Celestial Warrior;1;23;110000;11000;1;0;0;0;0;0;0;10;10;3;God of the sky;
32919;151;2;Ent Warrior;1;23;80000;8000;1;1;-3;0;14;0;0;0;0;5;Defender of the forest;
32920;152;2;Cleric;1;23;100000;10000;1;0;0;0;0;0;0;9;0;11;Man of the cloth;
32926;158;2;Bikini;1;23;120000;12000;1;0;0;0;0;20;10;12;0;15;Wanna skinny-dip with me?;
32928;160;2;Disco Clothing;1;23;60000;6000;1;1;0;0;0;0;6;0;6;6;Let's dance!;
32909;141;3;Cyber Cop;1;23;55000;5500;1;1;0;0;5;0;0;16;10;0;Cyber protectors;
32910;142;3;Mercury;1;23;55000;5500;1;1;-10;0;0;0;16;0;5;0;God-like looks and abilities;
32911;143;3;Guardsman;1;23;55000;5500;1;1;-10;0;0;5;16;0;0;0;Mounties in high hats;
32912;144;3;Magic Pierrot;1;23;55000;5500;1;1;-16;0;0;0;10;0;5;0;A jester in a dream;
32913;145;3;Pirate;1;23;55000;5500;1;1;0;16;0;10;0;0;0;5;Harrr!!!;
32914;146;3;Silver Moth;1;23;55000;5500;0;1;0;0;5;10;16;0;0;0;Dewy wings and fiery hair;
32915;147;3;Teletubby;1;23;55000;5500;1;1;0;0;0;0;5;0;16;10;Cute and colorful antenna kids;
32916;148;3;Toadstool;1;23;40000;4000;1;1;-15;0;0;5;0;5;0;3;Mushroom-head;
32895;127;5;M Booster (2h);0;23;1000;100;0;1;-15;15;15;15;15;0;0;15;It's going to PUMP.. You up!;
